Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP
199702,-2.9864,-1.3278,-0.4804,-1.113,-3.4066,-5.313,-1.7751,-1.6629,-2.4017,-3.2065,-3.6132,-1.0864,-0.3287,-2.1832,-2.6144,-0.266,0.5719,0.8362,-0.3768,-0.5672,0.5423,-0.6473,-0.13,0.6628,0.8508
199703,-6.4235,-3.9819,-2.6747,-3.1403,-2.755,-7.8536,-4.2964,-4.0636,-3.4982,-4.7894,-6.9163,-2.8188,-3.7983,-5.1677,-4.5154,-7.7231,-5.8971,-4.3748,-4.4896,-4.066,-3.4576,-3.3371,-1.5012,-4.0894,-5.7686
199704,-4.6533,-2.4731,-2.261,-1.5424,-2.6818,-3.7902,0.762,0.9514,1.3783,-1.6457,1.0916,1.63,1.4808,3.3962,-0.01,-1.2613,0.142,3.0216,3.6507,3.3365,2.0828,3.7995,3.7756,6.8151,7.0029
199705,9.9246,10.3403,9.0549,9.5455,10.4547,14.3882,10.3134,11.1391,12.9412,13.0651,13.4455,11.4044,9.5462,8.2562,10.463,7.1704,8.602,6.421,7.758,9.7219,8.4784,6.4254,6.1292,5.9727,6.033
199706,5.1971,6.1702,8.2571,7.135,4.9056,3.5364,5.46,5.2977,6.0657,7.5688,5.2185,4.5879,3.8529,4.9701,4.4064,5.0558,4.0506,2.1983,4.1961,3.4251,2.9312,5.0737,3.3542,5.7499,3.7285
199707,4.2732,6.5238,7.2568,5.6022,6.2283,4.5853,5.0216,4.9525,6.8022,4.152,6.3839,6.0359,5.9285,6.8875,4.7345,7.807,5.8827,7.3758,7.6856,5.0855,7.0709,9.1819,9.5849,8.957,7.418
199708,4.9018,4.2636,4.0311,3.7377,4.2767,2.9382,3.1552,2.4266,3.9475,3.6972,2.5443,1.5145,0.3512,2.8123,1.6236,1.7926,-0.6551,0.3251,-0.3668,0.3891,-4.6676,-5.0317,-4.1201,-6.3546,-5.8383
199709,9.5763,9.1736,8.0701,9.422,9.6329,8.3375,7.7139,8.4377,6.2258,6.7769,7.6384,7.7646,7.5144,4.9085,6.3114,6.4591,5.6628,3.593,6.2657,5.0717,7.6238,7.0427,5.3647,6.6236,4.1571
199710,-3.9375,-1.3875,-1.8286,-1.9739,-3.5054,-5.6209,-5.7313,-3.5039,-3.1087,-2.7931,-5.9914,-4.1985,-3.1091,-3.4003,-5.2074,-5.6335,-5.34,-4.2355,-4.4927,-5.9845,-3.5877,-2.9134,-3.4834,-3.5276,-2.35
199711,-3.851,0.2212,-1.0564,1.072,-0.9094,-3.3564,-0.9922,0.5312,-2.1396,-1.4845,-1.7839,-1.087,0.9544,-0.8115,-0.844,-0.4585,2.2094,0.9313,3.6642,2.5248,2.0252,1.5945,4.8202,4.0297,6.0565
199712,-4.6432,0.3814,2.1677,1.391,-0.3731,-0.6908,0.4659,2.8966,0.86,1.7504,1.627,2.4513,2.0848,2.7671,1.196,-0.2957,2.1734,3.6,2.0712,0.811,3.779,2.2376,3.1252,2.904,0.6937
199801,-0.5128,-0.1865,-0.8216,-0.9177,-2.7171,-1.6379,-0.8046,-1.9057,-1.4717,1.3108,-0.3437,-3.0496,-2.5494,-1.9449,0.7241,-0.6279,-1.2686,-1.5616,-2.2038,1.1129,2.3987,1.1182,-1.7472,0.6908,2.5355
199802,6.621,6.0141,4.7272,6.0694,6.3583,8.1766,7.8053,8.2561,6.6711,9.5402,10.04,10.1911,8.3324,6.6516,8.0226,7.4272,7.95,5.4425,8.2749,8.8145,7.4682,7.4111,8.349,7.8879,6.49
199803,5.8056,3.7936,4.7476,5.3906,4.8364,5.5084,3.3639,4.0679,3.2569,5.1064,4.6551,3.2177,4.0161,5.136,5.3902,6.4949,4.6852,4.0848,4.7714,4.7625,8.7789,3.2908,4.5454,4.7717,5.5589
199804,2.8269,2.6955,2.5611,2.3584,1.9349,-0.0658,1.7009,1.5074,1.9585,1.1577,0.9746,2.9053,-0.4421,-0.6183,-0.4182,0.0541,-1.1056,-0.1338,0.8712,0.8552,3.1684,2.6409,2.15,2.0582,0.2938
199805,-5.1753,-3.362,-5.084,-4.0908,-4.7533,-6.3624,-4.8782,-4.9651,-5.5647,-5.7885,-7.774,-4.2983,-5.0307,-5.6095,-6.2145,-4.3698,-4.7795,-3.4396,-3.3388,-2.7133,-1.9655,-2.0688,-0.2809,-3.5513,-0.8867
199806,-0.5642,-0.9629,-0.5686,-0.9318,-0.787,0.1116,0.4213,-0.0519,-0.5341,-0.452,5.8411,-1.4205,-1.1597,-0.6782,1.174,1.5909,0.3461,-0.7513,0.122,1.5129,6.1262,4.6698,3.7678,4.6146,4.8785
199807,-6.9753,-5.0622,-6.0053,-6.4961,-6.501,-8.7166,-8.1937,-7.2111,-8.9313,-4.9246,-8.8743,-7.272,-7.8739,-9.5128,-4.5944,-4.0579,-5.5182,-5.0736,-5.3002,-6.8922,-1.8497,-2.0808,-0.4994,-1.6949,0.2334
199808,-23.9921,-18.1793,-18.7861,-17.9209,-21.9333,-24.3858,-17.57,-17.0089,-18.1352,-21.1387,-22.91,-20.4071,-16.3112,-20.1363,-20.2571,-18.5376,-16.7467,-17.5552,-16.6145,-18.1746,-18.1114,-14.9662,-13.1902,-14.6466,-14.1075
199809,4.9417,2.6682,2.6494,0.6784,0.7555,9.3971,6.7801,6.803,6.4161,5.5407,12.0777,7.9881,5.2172,5.2595,5.1624,8.4435,6.1609,11.1844,3.8614,0.9102,9.551,3.6206,5.5666,4.398,7.9259
199810,2.0335,2.9779,3.7566,0.2306,2.1362,5.1966,4.6776,2.2693,3.9954,5.1441,2.7974,2.9996,5.7659,5.7532,7.9594,7.6104,6.082,6.2221,9.7169,6.9743,7.0581,7.5725,9.6742,7.3058,7.9281
199811,10.1554,5.9469,5.9982,4.6378,7.312,7.101,5.0424,5.7945,5.5258,8.8593,9.5294,3.6579,4.2471,4.4912,7.2591,4.9159,4.92,4.8828,3.6655,5.9886,7.8799,6.5206,6.1404,5.2564,7.4035
199812,2.7198,0.8316,3.0538,2.1422,3.7035,6.5272,4.4099,4.3603,3.7682,6.6966,10.3691,5.749,4.1609,7.0697,8.3944,8.6675,6.0989,5.8773,5.2125,4.9945,12.1948,5.6227,5.5227,5.7043,6.6973
199901,8.3769,2.1937,0.6256,2.3002,6.1224,4.3831,-0.1263,1.1085,-2.2161,-0.6656,10.6145,-2.8038,-3.5656,-0.6614,-1.3091,5.685,-1.8843,-4.2478,-4.186,-0.3561,6.7753,1.5642,2.857,2.9012,5.6186
199902,-7.5219,-5.3682,-5.9315,-4.6977,-6.2867,-9.4496,-9.7603,-7.0985,-8.6817,-8.7553,-8.3632,-9.9363,-5.7729,-6.5255,-8.3074,-3.5318,-4.0535,-4.9956,-5.3389,-2.4476,-0.1207,0.5833,-1.3759,-2.9204,-4.7316
199903,-1.8595,-3.5863,-5.44,-4.7434,-4.8968,2.0095,-2.2663,-0.4793,-0.7297,2.1629,10.0052,-2.4999,1.067,1.0874,2.6821,6.8331,2.4097,1.3922,0.2208,1.5919,12.622,5.1138,5.2407,5.0405,1.8615
199904,9.1615,11.4478,6.2553,12.0273,10.4161,7.5882,4.8606,13.695,9.5316,6.2683,16.7942,8.2486,7.1711,8.7331,8.177,9.3658,6.2731,7.7791,11.0681,9.912,5.1868,2.6345,3.2684,4.8298,2.3721
199905,2.5448,4.1027,2.1101,4.2188,1.1976,1.6945,4.2839,-1.6781,3.8854,2.6788,-5.4938,2.7238,2.0452,2.0402,1.8724,3.0204,1.9617,0.1704,2.166,-0.1293,-5.1042,1.7743,-3.2674,-1.8436,-2.6881
199906,6.999,7.3878,7.3179,7.9606,4.1819,8.7278,5.3028,7.2018,8.592,5.1311,4.0008,4.3034,3.304,4.8061,3.7095,9.3079,6.2228,4.0474,4.2782,5.8321,-0.0002,1.4268,5.4752,4.6157,6.5407
199907,2.0457,1.0563,1.2345,0.0897,3.0334,-2.5606,-1.7084,-1.1943,-1.4195,-1.569,-2.3945,-2.5531,-3.4726,-0.549,-1.5254,-1.1148,-2.7815,-0.819,-2.3211,-2.7525,-4.5795,-0.919,-4.6789,-3.9926,-2.9624
199908,-2.0011,-3.2125,-3.5709,-4.5212,-1.345,-3.696,-3.597,-4.3938,-4.6047,-3.245,-0.116,-3.4873,-4.6168,-4.8484,-4.6611,0.7084,-2.8918,-4.3816,-4.4271,-4.8376,-1.3328,-2.0732,-1.2523,-1.1361,0.5999
199909,-1.2597,-1.4173,-1.4879,-3.4046,-0.9514,1.2353,1.8319,-3.3397,-1.8006,-2.5533,1.4527,-0.8417,0.1754,-0.0019,0.9308,2.154,-3.744,-1.9219,-3.461,-1.2096,-1.8185,-4.8192,-0.6489,-1.5013,-4.0339
199910,0.23,-2.911,-1.0671,-2.3038,-2.4018,2.6763,-0.7275,-2.5541,-0.5103,-4.2649,3.8138,0.2942,0.8702,-1.3941,1.1905,8.4985,7.6295,2.8527,1.8527,2.4261,7.9457,5.0729,11.4503,9.6428,4.9344
199911,16.0801,5.6419,4.5681,5.9655,6.9351,11.0079,5.6935,5.9424,3.7827,5.0795,8.0555,2.9667,5.2973,1.1935,8.7173,10.4877,3.7839,1.9652,-0.2635,4.6537,4.861,2.9633,0.3399,1.9924,2.8988
199912,22.2921,5.7924,2.0265,6.3828,21.6538,15.6893,8.6761,7.0529,4.9079,8.8013,19.6967,7.7987,6.7963,4.1901,7.3724,20.8168,15.3469,4.1016,2.4116,11.7681,12.5041,6.0914,8.0167,7.9908,3.7915
200001,11.8182,2.8358,0.3755,-2.8378,-9.7504,2.9931,-2.907,-1.797,-3.9302,-4.7593,0.3874,-3.2458,-5.1059,-5.827,-10.0464,-2.552,-4.0949,-4.8053,-5.1345,-5.923,-3.7202,-1.6407,-6.8832,-3.1704,-5.7847
200002,42.0403,15.6508,5.9166,4.1979,7.5958,30.0629,11.6864,8.9328,8.5427,3.0389,24.9462,12.8222,9.8451,0.4379,-0.1292,22.0519,17.8052,3.8871,-3.3638,12.9927,2.0887,-0.8627,-0.6764,0.2847,-3.5257
200003,-15.8059,0.3972,-0.7116,-0.0566,-4.1608,-14.6215,2.1131,-3.3712,-1.1651,6.0216,-13.605,-1.5027,3.8185,6.867,3.7782,-8.2396,4.475,9.9202,16.0598,8.9889,6.3911,8.1071,10.3662,11.8784,9.5829
200004,-20.2065,-7.5641,-4.0837,-6.1009,-9.867,-12.91,-7.6145,-2.8008,-1.355,-4.8021,-12.6794,3.625,-5.9025,-2.7879,1.8134,-5.8504,-3.8422,-0.4574,-0.3408,-6.5478,-8.5352,-4.0616,-0.3298,-1.9186,-4.2961
200005,-11.9465,-5.1468,-4.1247,-2.6819,-7.6543,-8.4774,-4.7874,-6.768,-2.561,-6.0727,-3.3222,-0.7495,-3.1625,-4.1295,-2.928,-7.8912,-0.9743,-3.8178,1.005,-4.5176,-7.2582,-0.6619,-1.2137,-2.8457,-2.317
200006,27.6457,19.4076,8.3502,4.7881,6.484,15.3796,7.8792,6.2311,7.9165,4.8583,12.899,6.3485,3.7112,-0.4003,4.392,9.4446,3.641,1.2387,-2.7216,7.2956,7.182,-1.123,-2.0112,2.4132,4.7882
200007,-4.4846,0.9671,1.2794,2.0113,0.4207,-8.2318,-0.4467,2.2706,1.8287,3.4654,-9.8483,-1.0902,0.1341,2.3406,5.4596,-7.9813,0.4066,0.341,0.4893,0.0819,-5.6365,0.7476,-1.0663,0.2551,-3.185
200008,7.2805,6.8668,4.9496,4.5381,9.0714,6.2447,6.572,5.2761,5.1756,6.1374,9.2143,7.3808,8.4698,6.745,6.1003,13.0455,8.5204,7.0949,6.4402,9.5083,12.4621,7.5642,6.1143,8.3287,5.7322
200009,-5.6202,0.5373,-1.5357,-0.8028,-3.803,-5.3631,-1.0388,0.4253,-1.9755,-1.5412,-9.9864,0.4157,0.8498,-3.4561,-3.3419,-11.0738,-5.2971,1.5425,-0.291,-2.2874,-8.4116,-0.3803,-5.8092,-9.0965,-1.6096
200010,-9.6144,-6.0902,-4.2978,-3.3523,-5.2003,-10.4833,-1.4859,3.7788,-0.7715,-1.8655,-12.1882,-0.4036,-2.3847,-0.4344,2.0608,-5.8132,-5.4916,1.0721,1.5007,2.0418,-10.117,-4.9155,-2.3588,1.8635,0.8642
200011,-15.3152,-5.5651,-3.1959,-3.3179,-7.0058,-18.5206,-4.9743,-0.6015,-4.6747,-4.4298,-21.5705,-4.9263,-5.4385,-1.6452,-3.7934,-22.0227,-6.0433,-2.4276,-0.2419,-2.0999,-22.2255,-11.847,-6.9719,-8.1165,-6.5047
200012,-5.2946,3.98,4.5888,5.8257,0.4319,4.1268,9.0758,9.0101,8.4828,8.6835,4.4036,9.4914,13.1094,11.1986,11.4508,5.9962,10.6025,8.2129,9.0411,9.7869,0.995,0.8066,1.4388,-0.3999,0.6074
200101,21.6356,11.8654,9.4353,12.7615,13.662,12.3292,7.2627,2.2254,7.4749,10.2446,11.5241,-0.1759,2.5373,2.3512,3.8168,7.2511,2.7121,-1.9528,4.5227,-0.7103,6.2842,4.4565,0.7939,6.6918,0.5945
200102,-8.1224,-2.0343,-0.4557,-0.1769,-2.4033,-11.9778,-3.2072,-1.0103,-0.8323,-0.3449,-17.5741,-2.0882,-2.6245,-2.0584,-1.2122,-15.8538,-7.448,-2.4927,-1.1544,-2.2023,-17.21,-10.9249,-12.7394,-9.7242,-5.9987
200103,-7.1556,0.5332,-0.0777,0.4953,-3.6712,-4.2617,-2.7859,-0.6297,-2.9396,0.067,-11.4593,-3.4259,-3.3621,-4.2431,-5.8871,-11.243,-2.0619,-4.3559,-1.8681,-5.5754,-12.7351,-3.3666,-6.2743,-6.324,-7.3454
200104,5.3454,4.8772,6.0915,5.4006,7.3479,8.4695,5.193,5.4818,7.146,7.3082,12.6971,7.0093,6.9941,6.0054,7.2215,17.8748,8.1173,8.5211,6.2004,8.021,11.9003,8.4385,7.572,10.4833,5.4268
200105,11.7034,11.6271,8.925,9.346,14.2001,3.073,4.1748,2.9581,3.885,3.1013,2.4086,1.8756,3.2231,3.0197,1.2951,2.7181,2.5007,2.0487,4.6733,3.8194,-1.9469,-0.1917,1.2165,0.3682,1.2288
200106,1.907,3.8412,1.6501,2.8493,2.0624,4.0762,8.6883,7.331,7.9202,6.3708,1.6398,2.1034,0.6027,0.8056,2.0994,0.2178,-1.1775,-0.1758,1.0716,0.8895,-2.8542,-1.4131,-3.0635,-0.9885,-2.9045
200107,-7.0831,2.1431,1.0693,3.3138,-0.9556,-12.4804,-3.5029,-2.0751,-2.033,-2.9146,-13.1035,-4.802,-0.3933,-1.0292,-0.6161,-10.0755,-3.3032,1.7276,1.7797,1.164,-8.6711,-0.9662,-5.0935,1.3043,-0.0178
200108,-5.3246,-1.4878,-0.3583,-0.364,-2.0426,-8.3871,-1.6776,-1.4054,-1.4911,-4.2139,-9.337,-2.0384,-2.3648,-1.6445,-2.9417,-10.5968,-3.16,-3.0729,-4.0639,-3.1448,-9.086,-7.7216,-9.3119,-5.6634,-4.9282
200109,-15.2935,-8.799,-8.906,-9.5624,-14.1847,-19.1308,-14.0175,-12.3586,-14.8215,-15.5265,-18.3154,-12.3569,-10.648,-14.7253,-12.3107,-19.4363,-12.696,-13.4604,-10.7956,-12.1887,-10.6562,-11.3638,-11.2859,-7.687,-4.2106
200110,8.6856,5.0222,1.724,2.0408,4.9432,9.4597,3.8616,3.1342,7.4451,8.0281,14.1223,5.1407,4.1059,5.9024,9.8086,8.6511,6.6541,2.0931,2.8227,3.1437,1.262,4.1302,3.8287,2.6449,0.1002
200111,9.2701,4.637,4.455,3.1779,4.2933,12.2494,8.0087,6.9221,9.1394,4.9184,11.3613,7.1103,6.7114,8.5552,7.2706,11.9821,7.6748,9.7628,6.6079,9.2304,7.3729,9.1981,10.3737,7.7797,5.7882
200112,8.8823,5.851,5.458,5.5407,5.859,7.5205,7.4731,7.0778,6.8848,7.1601,5.4454,6.3949,5.7744,7.0527,5.8789,1.8283,5.7533,6.3456,4.1118,6.1485,1.8243,-3.0037,1.0305,1.7764,0.4222
200201,0.2865,3.2083,2.6027,2.3818,3.6699,-6.1236,1.5971,0.2358,1.7774,-0.6736,-6.2121,-0.7363,-0.58,-0.8682,2.3992,-7.1637,0.0585,0.721,2.2325,-0.8508,-8.2891,-1.8361,-1.2573,0.3627,-0.6004
200202,-8.0814,-1.1509,0.7883,0.1199,-0.5562,-9.7317,1.0964,0.5481,-0.7222,-0.8509,-10.4638,-1.7062,0.5781,1.1617,0.8843,-6.9041,-2.527,-1.6457,-0.0108,3.7441,-3.8499,-7.9759,-3.7812,-1.1356,0.0426
200203,8.6081,6.2501,7.8765,9.7832,11.5158,9.4149,8.7908,7.5785,8.1988,9.9978,8.3043,8.1391,5.861,7.302,8.9794,7.0254,6.8101,7.7276,5.2617,4.813,2.8142,6.8726,3.5674,5.8876,1.1736
200204,-3.4723,5.5595,8.1258,6.2717,6.1866,-4.8673,5.5356,5.1692,3.4773,2.8481,-7.2314,1.0961,0.8547,1.8517,1.2934,-5.0606,-2.9567,0.4157,1.287,-1.4385,-9.2468,-5.7568,-6.3639,-5.0378,-7.2889
200205,-2.8151,-0.169,0.9381,-0.8731,-1.722,-9.6797,-2.6526,-3.5045,-4.0353,-2.1819,-7.378,-4.134,-1.7766,-3.1762,-3.4628,-5.4219,-1.6844,-0.1027,-0.3485,-0.9763,-1.0965,-2.9848,-1.1538,-0.5615,-0.4334
200206,-4.8461,0.7902,0.0218,2.1155,-2.7998,-7.4766,-2.5116,-1.8282,-1.6219,-3.0321,-10.0008,-5.414,-5.6798,-5.2011,-6.6997,-10.7809,-10.3937,-7.8296,-5.4626,-6.1692,-14.0817,-7.5908,-5.9975,-6.6513,-6.9737
200207,-17.1287,-13.7787,-11.4952,-10.4963,-12.4258,-18.0151,-17.7854,-14.1295,-13.0676,-15.2439,-12.9921,-10.1153,-10.6713,-11.0985,-11.1806,-9.7045,-12.7305,-8.4065,-9.1056,-11.1866,-9.2542,-8.5734,-9.0234,-9.1011,-3.8371
200208,-2.628,-0.2888,-0.4092,1.0579,-0.4937,-1.4607,1.0737,1.5098,0.9398,0.1766,-3.2681,0.1363,2.053,4.1365,3.1345,-4.3211,0.5393,-0.517,0.7057,2.5486,2.6706,-0.0707,0.3154,2.5291,-0.6478
200209,-10.8032,-5.3335,-6.1224,-3.8796,-8.635,-11.2149,-9.0485,-5.0347,-2.7223,-4.4957,-13.3991,-7.3697,-7.5027,-7.6877,-6.2234,-14.7996,-13.5003,-8.7058,-8.6657,-8.2935,-10.3254,-9.4568,-11.4557,-10.1467,-11.1253
200210,4.1185,2.9418,2.4501,1.0951,2.3367,8.9358,3.6911,1.83,0.5552,2.3977,10.9006,5.6687,4.0499,1.8217,0.268,8.1338,8.1476,3.2608,4.8095,2.0105,9.3344,10.2685,12.9448,7.7105,8.2132
200211,18.9046,5.659,6.3379,4.6781,7.0296,17.2771,9.6077,6.7092,3.8905,3.278,15.9849,5.7308,5.3221,5.8254,7.4838,18.1442,13.3986,6.0749,3.9256,8.1851,10.7376,7.6091,9.1836,2.0267,4.0576
200212,-9.004,-2.3121,-1.6795,-1.2486,0.4394,-11.2743,-5.5671,-4.8959,-1.6207,-3.1074,-11.5592,-4.147,-2.1125,-2.0268,-4.0152,-11.0789,-7.0115,-2.4047,-4.28,-2.1596,-9.9455,-8.1438,-9.3031,-4.1519,-4.2015
200301,0.3087,-0.4453,-1.4458,-1.7332,-2.7737,-4.3052,-1.7739,-1.5791,-3.4001,-1.2536,-1.4914,-4.3874,-3.0842,-3.3616,-2.6731,0.5432,-1.455,-3.127,-2.6571,-2.6351,-0.7731,-4.664,-3.8427,-2.7086,-2.6155
200302,-3.8325,-4.1033,-0.4965,-1.658,-2.4475,-2.8687,-4.2675,-2.4873,-2.215,-1.8478,-2.6251,-4.571,-2.2319,-2.0558,-3.1058,-1.1499,-3.7428,-1.2406,-1.7558,-3.3882,-2.9692,-3.5852,0.4502,-0.5141,-2.467
200303,1.6001,1.0464,0.14,-0.2302,1.3932,1.2758,-0.2809,1.3798,2.0946,3.016,0.6012,0.376,0.4002,1.7533,3.2285,0.2548,-1.2273,0.9499,0.7816,1.7909,-0.444,0.0145,0.5979,2.6439,1.149
200304,12.5553,7.6795,6.9619,6.4158,7.4753,13.6146,9.639,8.4359,6.6616,8.166,13.7578,7.1271,8.7076,8.6188,9.3854,10.0452,10.8677,6.7897,8.9489,6.4804,11.8252,10.6359,7.6595,7.2107,7.3847
200305,20.0074,7.7456,7.0317,7.6758,8.7038,16.2089,10.8889,7.8363,7.8071,7.8864,14.2956,9.3618,6.2924,9.1672,5.6758,15.1605,11.0612,7.372,8.5674,8.5062,9.7875,5.0138,5.8099,3.9315,4.5575
200306,5.5219,5.2531,2.8792,5.0086,7.2934,0.3258,1.7814,2.0649,2.0617,4.3227,1.7669,1.1643,0.3315,2.0519,3.2872,1.3889,-0.3809,0.9826,1.0556,1.7304,1.7623,-0.5021,1.9446,0.9558,1.6735
200307,9.4913,8.4893,7.4067,6.6544,7.5484,8.8636,6.349,5.4627,5.9836,3.3678,5.1705,4.1298,4.0867,5.7731,2.9513,4.2386,2.3441,4.7797,3.5556,2.7803,2.3864,7.4615,3.8188,1.4992,-1.2018
200308,7.1708,3.8169,2.6008,2.8176,3.3982,6.0228,6.0629,4.1019,3.738,2.0483,8.619,5.0916,4.2705,3.9477,4.3033,8.7121,5.7371,4.5533,2.8987,3.4646,2.3408,2.0828,2.7162,2.8587,0.0695
200309,4.7649,0.1823,-0.6963,2.1264,0.3409,-3.2134,-3.4463,-2.0587,-1.8698,-0.9034,-2.5538,-2.7426,-1.9717,-1.9952,-0.8273,-1.9038,-2.5306,-2.0342,-1.0146,-0.2492,-4.3298,-1.6895,0.5159,-2.0056,-0.0416
200310,10.8134,8.4385,8.0538,7.2937,9.1641,9.8829,8.3436,7.7363,8.7737,9.1578,10.7795,9.0421,7.184,7.7435,8.1747,10.9409,8.9705,8.2045,7.4477,7.0089,6.7171,7.6635,5.0797,5.2522,4.6208
200311,4.3779,4.8154,4.5108,5.7015,4.4223,2.4809,4.7327,3.008,3.3067,4.6046,2.8334,2.8355,3.5051,3.8273,4.0772,3.0499,2.5096,2.5574,3.6449,1.4661,1.3849,1.3548,0.13,0.136,1.4598
200312,1.5113,4.8127,3.2729,2.2228,2.9258,1.2095,3.4282,0.9338,3.3311,5.6096,2.3357,5.1821,2.8979,1.4697,0.8116,1.6822,3.8461,2.3923,2.3338,2.9166,4.4361,6.9372,5.5565,3.4995,5.1946
200401,10.5195,3.3695,3.2948,3.1614,4.2573,7.3876,4.8057,1.7705,0.6531,2.6719,6.8804,0.903,1.5133,3.6983,0.5668,5.8306,2.4877,0.8121,2.2832,1.6083,3.0691,3.506,0.5602,2.2993,0.9388
200402,-0.8278,1.2651,0.6727,1.8008,2.383,-1.6423,1.1801,1.6623,3.2569,3.2174,-0.7965,3.258,3.1711,1.6609,3.8308,-0.4257,2.1581,3.5578,2.1598,3.7668,-0.2991,2.8029,0.8181,2.634,1.1945
200403,-1.5922,0.094,0.3667,0.7303,0.5371,-0.1656,1.3258,1.4344,0.7354,4.3168,-0.0467,0.691,1.0278,0.5111,3.7611,-2.231,-0.6825,0.0904,1.2746,0.1586,-2.2567,-1.0455,-2.1088,-0.9898,-1.9214
200404,-6.208,-4.0827,-3.3806,-3.4934,-2.9408,-6.5842,-4.1779,-3.82,-2.705,-2.0012,-5.2945,-4.5301,-3.0762,-1.0821,-3.6291,-7.3616,-3.111,-2.1396,-1.7959,-1.9705,-2.9679,-2.9843,-1.5865,-2.5585,1.0903
200405,-0.3469,0.3627,-0.5993,0.214,-1.2492,2.1549,2.213,0.9664,1.2634,1.5792,3.1015,3.4491,1.3213,0.6639,-0.0337,3.2452,2.1053,1.6059,2.4177,1.4923,1.6959,2.7253,1.6844,1.6766,-0.239
200406,2.1892,4.9549,4.8808,5.2991,4.4814,3.9175,6.1032,5.1606,6.4653,6.4625,-0.502,2.9016,4.1342,5.5683,2.7634,3.8623,2.2839,2.3556,2.5326,2.4796,1.5145,0.9643,2.2778,1.2785,1.325
200407,-11.6354,-6.5898,-4.5358,-3.081,-5.9092,-10.7877,-6.7962,-4.2014,-3.2033,-4.1054,-11.1365,-3.65,-5.3053,-3.8212,-4.5182,-8.52,-7.3855,-3.6689,-4.9395,-2.2904,-5.9333,-5.0061,-3.3839,-1.5107,-3.1577
200408,-1.8431,-1.5876,-0.6031,-0.3336,-1.1242,-2.243,0.5741,0.1783,0.2068,-4.4463,-3.2853,-0.8581,0.0633,0.6626,-1.4179,-2.3846,-0.6931,0.5783,-0.003,0.4014,-2.4535,0.6751,0.6286,0.0425,1.3393
200409,4.3679,4.7181,3.9409,5.2426,4.3363,6.4792,5.2602,5.3798,5.3105,4.8589,3.0234,4.5585,2.5126,3.8433,5.0786,4.9935,4.6924,1.5126,2.5548,3.3233,3.3847,1.3854,-0.4262,2.4969,-0.4857
200410,1.2122,1.4955,1.4929,2.2226,3.5384,2.8633,2.7395,0.4218,3.2802,1.6794,3.1755,3.1039,1.7627,2.2581,0.7986,4.6172,1.3477,2.422,2.6157,1.5513,3.7617,0.1411,1.0448,2.137,0.6713
200411,9.5334,9.0583,8.2002,8.863,10.0964,7.6998,9.9364,8.9959,8.8496,9.8202,7.5057,7.2754,6.0826,5.3682,9.0897,8.4722,7.2241,6.4963,5.6135,6.3045,5.006,4.7649,3.0358,3.0961,4.319
200412,6.634,3.8302,3.2436,1.9187,3.8173,3.3529,3.453,3.0427,1.5766,3.719,4.5883,2.3651,3.3163,3.0709,4.7417,3.9562,5.0269,3.9468,4.4177,3.4637,4.9675,4.2013,1.6688,3.1522,3.8855
200501,-5.7438,-3.3763,-2.091,-2.2488,-3.5947,-6.4257,-2.7198,-3.2103,-0.2918,-4.5783,-7.0508,-3.0188,-1.8662,-1.9919,-2.052,-5.7118,-5.0737,-0.7166,-2.4074,-1.1788,-4.0082,-4.4347,-2.0476,-1.7387,-1.801
200502,0.4446,-0.1254,1.9694,-0.7887,1.3534,2.2525,2.7167,2.8478,2.9069,3.2731,-0.3249,3.9427,1.6636,2.4652,2.5916,3.4102,3.35,1.6899,2.4572,2.8208,-0.5205,1.9277,1.2442,4.2371,1.4783
200503,-5.9168,-1.4477,-1.8346,-1.1801,-4.1485,-4.4005,-0.5516,-1.8016,-2.6124,-1.0563,-4.2801,-2.798,-1.8117,-1.1494,-1.1078,-3.009,-0.6938,0.0267,-0.1088,-1.5065,-0.5869,-2.7973,-1.521,-1.9672,-1.1923
200504,-7.0587,-6.4517,-4.1171,-5.0291,-5.6068,-7.4259,-6.4286,-5.8653,-5.1222,-6.2875,-5.3432,-4.3879,-4.0239,-4.7358,-5.6071,-5.4296,-4.5548,-2.2392,-3.155,-4.2635,-2.1048,-2.5914,0.254,-1.4172,-2.1435
200505,6.0833,4.365,4.0328,6.0157,6.6783,8.4056,6.0839,8.0957,8.6009,6.4202,5.8085,5.839,5.5746,5.8683,6.151,5.8776,7.6054,4.6026,6.3182,5.1738,4.8245,5.4993,2.4331,2.7181,2.5286
200506,4.3784,3.9621,3.5609,5.4834,5.3769,3.8966,3.2452,4.3404,4.18,4.4115,1.8722,2.73,2.4196,3.4438,4.0631,2.9009,0.5302,3.6739,2.6063,2.5395,-2.3032,0.6406,-0.054,0.0881,0.1576
