Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP
197111,-6.0085,-4.4275,-4.398,-2.7579,-3.9799,-3.2056,-2.9271,-1.9708,1.0759,-3.3254,-4.0611,-1.8176,-2.5824,-1.2171,-1.637,-3.9378,-0.7144,-2.088,-1.9099,1.633,-1.5156,0.0285,0.1559,0.6265,1.6126
197112,12.8721,10.961,14.0148,11.0692,15.1342,13.6477,13.2281,11.5596,12.6221,12.4308,12.3739,10.9806,10.1008,10.6836,12.5284,9.7868,10.5996,8.9247,10.0197,12.4176,10.4077,8.0614,8.0628,7.293,9.2376
197201,15.5345,13.1503,11.2201,10.7544,11.4621,11.0933,8.4505,4.3854,8.8112,6.421,8.7193,3.2473,3.9783,2.814,6.6018,5.5908,2.2178,3.5285,1.211,3.5046,2.7319,0.3215,0.1907,0.3742,4.1764
197202,5.0988,3.3232,4.9277,3.1189,3.735,5.6469,3.2269,4.0044,2.7549,4.4736,1.2698,2.4572,3.1473,4.0967,6.2071,1.4902,1.2005,1.0289,2.5118,5.7395,2.4305,1.6979,2.6273,3.5332,4.1209
197203,-0.9063,-0.473,-1.9468,0.2819,0.5073,-0.0725,-1.4328,0.7807,0.7451,1.1622,-0.2686,1.5798,-0.5013,2.6088,2.726,0.5798,0.6015,1.0876,2.2259,0.8498,-0.8216,-1.6647,-0.0733,2.9164,1.6617
197204,0.1918,0.6078,-0.4574,0.7369,0.2293,0.8729,0.9947,1.2594,1.9676,0.7151,0.2772,0.1813,0.25,-1.5381,2.508,2.3595,1.1422,-1.0525,-1.5627,0.1402,1.7117,0.8212,-0.7465,2.0147,0.8716
197205,-3.5175,-1.642,-1.0505,-2.8454,-2.2079,-0.6604,-4.909,-1.6469,-1.5953,-0.3073,-2.9898,-1.4139,-0.619,-0.0395,1.1176,-0.0753,-1.263,-0.7297,0.0859,3.938,-0.8664,1.9862,1.8981,1.2159,3.798
197206,-4.1852,-2.2615,-4.339,-1.9066,-5.4591,1.0912,-1.3637,-2.9489,-3.9848,-2.6657,-4.8412,-4.7057,-3.2686,-2.6065,-0.0448,-7.2218,-4.5558,-2.8144,-2.729,-3.1854,-3.5485,-2.2742,-3.1654,-0.6991,-0.485
197207,-3.7422,-2.7984,-3.8865,-3.3467,-6.7447,-5.0402,-2.0737,-1.6399,-5.6565,-5.652,-1.7382,-1.952,-2.3538,-1.8061,-3.5471,-5.5085,0.3694,-1.8156,-2.486,-3.2322,-4.6247,-1.9685,-0.6504,1.0639,1.7613
197208,0.101,-0.9711,0.1015,-0.2122,0.0561,0.6803,2.0539,3.5667,-2.0069,-0.7688,4.7597,1.7903,2.8432,3.0187,-0.0772,6.4921,2.1725,2.3094,3.7272,2.3567,6.8581,6.8144,4.2299,6.0271,1.6207
197209,-4.9314,-4.3875,-4.3119,-3.2885,-5.1502,-4.7713,-2.9077,-2.7674,-3.1442,-2.4232,-3.4364,-2.5363,-1.3254,-0.8173,-2.4505,-4.7838,-2.7483,-1.4075,-1.0086,-2.6421,-2.695,-0.0958,0.4031,-0.5721,0.0297
197210,-4.08,-1.9082,-1.6535,-1.8729,-2.7277,-1.6142,1.9078,-1.6389,0.2127,-1.7074,-1.2163,-0.2457,0.2672,0.1378,-2.2283,1.0012,-1.3778,1.8192,1.0114,-1.3619,1.2991,2.3492,2.7736,2.0172,0.1779
197211,4.6524,4.2092,5.1643,4.0905,4.5812,7.0275,6.8789,4.411,5.3731,5.745,5.04,4.9234,5.7839,5.0722,6.1126,9.9576,7.2539,7.7217,7.3096,6.1732,8.5544,7.302,5.5998,4.9467,2.4166
197212,-1.9087,-1.8587,-1.7523,-2.6012,-2.7118,-3.4366,-2.2225,-1.4043,-0.286,-2.2945,-0.3005,-1.1646,-0.5146,-0.2037,0.2956,-2.9433,-2.3065,-0.9193,-0.5421,0.0922,-3.3119,-0.3159,2.1693,1.8209,2.7862
197301,-1.8474,-3.3924,-3.7168,-3.9991,-5.5338,-5.7054,-5.4834,-4.2601,-7.7704,-6.6555,-4.4485,-6.7939,-6.5463,-5.514,-7.1086,-5.8597,-6.9443,-6.7367,-4.843,-4.8073,-5.1531,-0.0536,-2.9284,-0.9124,-1.1418
197302,-7.3404,-8.0742,-8.41,-8.4891,-11.1105,-6.299,-6.6143,-7.2271,-7.9468,-10.786,-6.6793,-7.4773,-5.9251,-8.4396,-10.2785,-2.996,-5.72,-5.4379,-5.9983,-8.0064,-3.8606,-6.0338,-3.2,-3.5277,-2.6161
197303,-2.1601,-1.0034,-2.5757,-3.5694,-4.5329,-1.687,-1.2822,-2.3057,-2.8037,-3.0625,-3.0913,-1.5803,-2.6341,-3.3426,-3.5103,-0.3505,-3.7158,-2.8244,-2.1929,-3.2868,2.4415,0.8912,-1.4079,0.4326,0.1219
197304,-7.0119,-5.395,-5.2528,-8.3134,-9.4158,-6.2543,-2.5991,-8.1971,-6.7334,-10.3641,-4.5521,-4.5474,-6.0435,-5.4661,-9.891,-6.3705,-4.3327,-5.1344,-6.5363,-8.9004,-5.6836,-3.6357,-1.3798,-3.3424,-5.4864
197305,-9.4109,-8.8014,-9.9917,-8.6409,-9.4597,-9.8361,-6.634,-8.5112,-7.5027,-9.9958,-6.0381,-5.1038,-6.3463,-5.6195,-9.0077,-7.2456,-3.6354,-2.6626,-5.5557,-6.5592,-3.8461,-3.6352,-0.3124,0.4293,-0.8134
197306,-2.8592,-3.4801,-2.8471,-3.5153,-5.9699,-1.9902,-1.5572,-3.1865,-4.5475,-4.8135,-1.7702,-3.1185,-1.3721,-4.3511,-4.7754,-2.4628,-3.0836,-2.3576,-4.967,-3.0753,-1.2224,-0.9365,-1.4035,-0.0956,0.2099
197307,13.397,14.9016,13.5557,14.1086,15.5584,15.5777,11.4645,9.9943,10.2301,19.1944,12.8118,8.4015,6.0609,8.5639,14.9031,7.5096,10.2285,6.9115,9.3569,13.8832,7.1288,2.7149,3.0677,6.9527,2.9396
197308,-4.6707,-5.9232,-5.2717,-5.972,-6.8303,-3.5774,-6.0107,-4.505,-3.813,-4.9202,-1.6289,-3.9094,-2.9923,-3.5339,-4.2159,-2.0202,-1.4332,-2.6756,-3.1773,-1.188,1.0526,-3.8579,-2.9153,-3.4443,-3.4362
197309,9.6417,7.8257,9.0604,8.121,9.9971,9.1019,10.1607,10.4147,9.8395,11.5907,9.6838,9.555,10.5087,9.5363,10.6083,9.716,12.1154,10.5253,9.6899,11.3861,8.0231,5.6543,7.6731,5.4888,0.3803
197310,2.233,1.3319,0.9524,-0.4385,-2.7155,2.1211,1.8013,-1.0449,-0.6555,-3.0874,1.1136,1.2712,2.3345,-1.0307,-3.4756,-0.7169,0.386,0.182,-0.2972,-3.1423,1.4524,-0.0631,-2.1006,0.2865,0.3906
197311,-17.4101,-19.6218,-20.7234,-19.8256,-23.3328,-18.6933,-19.2418,-17.3987,-18.92,-22.708,-15.9077,-17.8024,-14.3714,-18.6606,-21.5057,-11.9921,-16.399,-15.8695,-16.3967,-21.651,-7.6227,-11.9424,-8.1743,-12.3998,-10.3464
197312,-3.0672,-5.9397,-3.1248,-4.2256,-3.8263,1.7454,0.2067,-3.3452,-3.1787,-1.4757,0.9575,1.2635,1.8384,0.1674,-2.5112,5.6665,2.9832,3.7505,2.1615,1.5473,5.9565,5.4817,4.1439,1.6643,-1.4499
197401,16.4696,16.5697,12.4085,13.2384,12.1768,10.997,10.6453,9.3926,9.1859,7.7493,7.3213,5.954,6.073,6.6957,6.7069,3.3774,5.79,4.0739,0.4704,-1.3394,-1.5447,-2.0797,-0.0421,-1.9283,-1.4573
197402,-1.1859,0.5685,0.4012,-0.0206,0.5179,5.8363,2.6125,-0.5241,0.3921,0.6683,0.2282,-1.1726,0.0828,-0.4826,0.5001,1.0954,1.7662,0.6251,0.4114,-0.7161,1.2042,0.1403,3.1781,-0.6718,-1.2641
197403,0.1605,1.747,0.449,1.1828,1.0716,-0.65,-0.7075,-0.8463,-0.1752,0.6751,-1.0853,-1.353,-3.1166,-1.2701,0.1209,-5.0127,-3.7226,-1.6006,-2.0283,-2.6844,-5.4713,-4.5654,-3.579,-0.8878,-1.2662
197404,-5.1684,-4.0506,-5.3261,-5.2061,-4.6461,-7.7146,-4.1317,-4.8205,-7.066,-4.7466,-7.5967,-6.0578,-5.1894,-4.5924,-5.2264,-5.915,-6.0168,-6.5793,-5.6885,-6.7861,-7.7262,-5.8718,-5.0421,-2.3294,-3.1043
197405,-7.5919,-8.6234,-6.3574,-6.7172,-7.0889,-8.4183,-7.4089,-6.944,-7.3387,-6.2561,-10.6521,-7.7263,-7.5815,-7.5379,-5.8501,-7.8429,-6.3835,-6.5403,-5.4997,-7.4155,-9.0504,-8.3993,-1.8919,-1.828,-0.704
197406,-2.3493,-3.1685,-2.042,-2.6487,-2.5428,-2.1605,-2.2303,-2.7218,-2.3401,-2.5692,-0.9013,-4.2568,-3.5752,-2.3001,-3.7897,-2.6859,-3.7352,-4.5147,-3.0959,-2.3251,-2.6377,-1.8419,-1.1006,-2.1935,-1.5164
197407,-5.0637,-4.9957,-2.5976,-6.0391,-7.1747,-4.6301,-3.3453,-3.6243,-4.8455,-4.6369,-2.337,0.4102,-3.203,-3.8347,-5.8859,-2.699,-4.2673,-4.6049,-6.0287,-8.0253,-6.4284,-8.9496,-6.1814,-8.8363,-9.0732
197408,-7.8248,-7.101,-7.4559,-7.9893,-7.8897,-6.3835,-7.4657,-7.4948,-8.4991,-9.2216,-6.4365,-7.4765,-7.7102,-10.0803,-10.3245,-7.7635,-9.0181,-8.967,-11.6636,-9.2875,-9.6283,-9.9634,-6.3423,-10.2199,-8.234
197409,-8.2542,-7.1725,-8.4799,-8.7003,-9.9873,-10.2589,-8.1224,-6.5227,-8.6636,-9.6253,-8.5707,-5.3959,-6.4395,-9.1267,-12.255,-6.687,-4.5244,-7.4436,-9.4549,-12.6931,-4.4103,-11.0286,-6.7506,-12.3759,-15.3607
197410,9.9422,8.4657,8.8915,8.1352,9.2424,11.3402,11.0573,7.9852,8.8229,9.4711,9.2939,9.8634,9.94,10.0486,15.3311,16.4577,15.8481,11.9039,14.7234,15.2314,21.9389,13.2114,19.917,20.4361,17.2951
197411,-7.1365,-5.1071,-3.7114,-5.5241,-6.5915,-3.0893,-3.256,-5.6019,-5.6689,-6.5879,-2.8891,-2.0387,-2.8502,-5.2994,-5.0597,0.0907,-0.8217,-2.2358,-2.7935,-3.4746,0.0972,-3.8135,-3.6349,-3.4323,-5.5674
197412,-7.9315,-7.8021,-7.0223,-8.3007,-8.4364,-5.1429,-6.8476,-6.3375,-6.463,-5.9201,-6.744,-3.7335,-5.13,-4.7392,-5.704,-3.437,-3.0701,-2.9681,-5.4808,-4.6471,-1.4237,-1.8496,0.9457,-2.7187,-3.2226
197501,33.0798,29.0279,25.9397,29.2499,27.4771,23.0656,26.2198,25.2504,28.1892,26.8346,27.7397,20.9024,21.7442,22.8179,24.0688,20.21,19.9243,20.3211,19.1513,21.3731,9.6326,17.1582,8.5855,11.0598,12.1526
197502,5.834,4.5088,6.487,4.0328,3.6204,7.6631,5.9929,5.6709,2.9307,3.2022,5.9106,3.7964,3.4197,4.1593,5.9378,3.2435,2.6206,2.934,4.9864,5.7108,2.8253,3.8444,3.4273,6.6641,9.8214
197503,7.7773,7.8954,7.9166,10.162,12.1156,5.5984,6.6345,5.0221,8.6485,8.1399,6.3069,4.5265,4.5633,5.9697,8.0426,1.0006,3.9065,6.6952,5.9008,10.9575,1.4752,6.168,0.9569,3.5371,1.0767
197504,4.5377,4.1522,4.3276,4.8958,4.5688,4.8615,2.8499,3.7783,4.4754,3.4461,3.7775,3.0264,5.0872,4.1107,6.3759,4.9608,2.901,4.8548,7.0922,4.7724,2.0512,2.5088,3.4847,4.3142,6.8502
197505,8.2662,9.3687,8.3584,8.1112,9.5333,9.061,9.567,6.2866,7.0439,9.8608,8.668,5.2784,6.8467,4.5953,4.4145,5.3615,7.9951,5.6012,5.3726,5.3261,7.8701,5.2307,5.2682,3.4168,6.1769
197506,9.0577,7.0101,6.7354,8.1666,7.0539,8.9562,8.4171,7.3141,4.8014,7.6141,5.4605,7.287,5.1815,6.1667,5.0716,8.9723,8.075,9.9486,7.0551,3.3573,6.5899,7.2777,4.9652,5.8627,2.7459
197507,-0.9361,-1.3134,0.3128,-0.6973,-0.3323,-4.9365,-2.6385,-2.2624,-3.4686,-2.7268,-6.4685,-3.7446,-1.4744,-4.6094,-4.8947,-6.7154,-5.5199,-6.3477,-6.5167,-5.6987,-5.4998,-8.3921,-4.1678,-7.6146,-7.2098
197508,-6.7059,-6.3152,-5.3244,-6.284,-6.1739,-7.8275,-3.691,-4.1405,-4.7259,-4.8397,-4.6339,-4.0088,-3.8433,-3.9303,-2.6556,-2.9733,-2.6813,-4.3724,-3.0159,-3.7341,-3.9965,-0.2942,-2.5361,-2.2672,-1.0177
197509,-4.5586,-3.4749,-2.1187,-3.3074,-3.5024,-5.1316,-3.1674,-3.3584,-3.8825,-3.0538,-6.6733,-2.9071,-4.2354,-4.2065,-3.1262,-3.455,-4.2177,-4.2805,-3.9765,-2.8154,-3.3941,-4.1647,-1.7311,-6.3131,-2.8666
197510,0.4045,2.2722,1.5831,2.3208,2.7511,3.4065,2.9287,2.8828,2.2283,4.3211,2.4444,3.0143,2.676,5.5055,1.8633,5.6413,6.5136,5.2747,8.5444,4.6328,6.9637,9.0556,7.5957,7.6494,4.7733
197511,0.2675,3.6116,2.8664,2.2755,3.0143,2.0303,3.921,0.6089,4.3945,2.1378,1.2257,3.2995,3.8127,3.0989,3.4833,5.5083,5.4694,3.247,3.625,3.4951,4.7329,3.9848,3.2971,2.2277,2.6488
197512,-0.89,-1.4183,-2.4241,-0.5219,-0.8528,-1.4182,-2.0351,-0.7816,-1.2568,-0.7173,0.7277,-0.6471,0.3995,0.5416,-1.3813,-0.1528,-0.552,0.2764,-1.0297,-1.6489,-1.532,-2.5212,-0.0479,-1.5833,-1.3118
197601,23.3524,22.5055,20.3592,20.2264,19.9532,24.7875,17.5758,16.1541,17.0162,17.8715,20.5418,16.641,14.8015,17.0553,16.4519,14.9188,14.8569,15.4707,15.2323,14.2992,9.6751,11.5489,10.1293,12.6846,11.4006
197602,15.2307,11.4554,10.6989,10.5471,10.9698,10.0777,8.6283,6.9864,6.9478,8.1191,6.4998,4.6681,3.5402,7.117,6.8245,2.3357,1.9021,3.6389,2.3078,4.3518,0.7636,0.2387,0.0605,-1.7732,-2.0625
197603,2.8022,1.9538,0.2497,1.9255,1.7582,0.078,1.5408,1.8275,-0.4911,1.9171,5.1549,1.6912,1.0243,0.7079,0.4252,3.2282,2.2384,0.7987,3.4034,0.2956,3.8212,4.4371,3.0412,1.2536,4.0679
197604,-2.2183,-1.5963,-0.7731,-0.5791,-2.3303,-1.8966,-1.1133,-0.2492,-1.7188,-1.4014,-0.4085,-0.4075,-0.1333,-0.6717,-1.2978,-1.652,-2.1534,-1.8239,-0.6499,-1.3568,-1.4038,-2.1836,0.8997,-0.5411,-1.9288
197605,-4.0949,-3.4901,-3.658,-2.5315,-1.5681,-3.4382,-2.2047,-0.8682,-1.7806,-2.0332,-3.6338,-0.939,-1.4764,-1.4584,-1.1533,-1.8882,-2.0161,-0.391,-1.352,-2.5602,-2.1399,-2.693,-1.9032,-1.203,0.9789
197606,2.3999,1.9804,2.3358,2.5472,3.3623,6.8557,3.5487,3.9405,2.4966,2.1895,6.2744,5.6077,5.0925,5.2778,5.6362,5.5894,6.6026,7.1142,3.9368,3.9163,6.4894,4.0414,3.2317,4.1748,4.9256
197607,-0.3766,0.6333,1.1357,0.6675,-1.4321,-0.9925,1.0289,1.8107,0.9185,-0.4399,-0.7076,1.0733,1.1356,-0.682,-1.8839,3.038,1.179,-1.0664,0.0819,-2.0606,0.4493,-1.1967,-0.3797,-1.0232,-1.0452
197608,-3.7147,-1.3555,-0.298,-0.8521,-2.8924,-3.9747,-1.175,-1.6238,-2.4523,-2.7865,-3.0357,-2.0975,-1.0142,-0.6344,-2.4416,-0.6142,0.6257,-1.0056,-0.8669,-2.0535,2.621,0.6067,1.1676,-0.1269,-0.5264
197609,1.0548,1.9495,2.7146,1.6189,2.1594,1.9421,4.2912,3.149,2.8692,4.2588,0.8357,2.2523,2.3632,3.6271,3.646,1.6094,3.1334,3.1181,2.4254,1.8443,1.419,2.7263,2.3658,2.2765,3.1074
197610,-2.7626,-1.743,-1.6392,-1.4554,-2.2509,-3.1879,-0.6605,-1.599,-2.082,-3.1701,-3.2862,-0.7494,-1.485,-0.8936,-2.809,-1.7692,-1.5627,-2.1378,-1.5105,-1.8337,-1.8361,-2.369,-0.8334,-1.8736,-2.9841
197611,2.8587,3.1131,1.9545,3.3151,3.8676,5.4858,3.8528,4.9315,3.3312,2.1062,5.1374,3.5319,3.0073,3.9453,4.6297,1.8515,4.3765,2.6807,3.7185,4.7513,3.0416,0.375,-0.2517,-0.9892,-0.7792
197612,10.4234,9.6256,9.8445,10.0587,11.0161,11.6056,8.8958,7.6058,10.7844,9.6896,9.1853,8.3107,8.1323,8.3656,7.3857,8.2561,6.9282,7.532,7.2799,6.749,4.0177,6.5458,5.3043,4.1183,5.7085
197701,5.1125,4.19,5.2707,3.6626,4.2856,3.6812,0.6949,0.8833,2.0034,0.7842,-1.1246,-0.8949,0.3692,1.2625,-0.5518,-2.8535,-2.0751,-3.7107,-2.6125,-1.6501,-7.0268,-2.5835,-3.5163,-7.8341,-4.1704
197702,-0.2555,0.298,-0.6605,0.7509,-0.8524,-2.9182,-0.0615,-0.2006,-0.6973,-0.7207,-1.7523,-2.0249,-1.3872,-1.8941,-3.0506,-3.7375,-1.8529,-1.2884,-2.046,-2.8371,-0.6429,-2.9385,-0.723,-1.9373,-1.5697
197703,0.8337,1.8687,0.4643,1.3019,0.4,0.9555,-0.9801,-0.0909,0.3343,-0.5038,-0.1024,-0.0219,0.2568,-0.067,1.355,1.3117,0.3353,0.5424,-1.0587,-0.8745,-0.7496,-1.4182,-1.347,-3.3319,-0.6067
197704,2.2464,0.7,2.8664,1.4739,1.9806,1.687,1.173,2.3606,2.1711,1.0315,2.0355,1.9657,1.1147,1.2863,2.0753,2.7485,1.8498,1.3986,1.5517,1.0419,3.0309,2.0721,0.0504,-0.9038,-1.0161
197705,0.0998,1.1009,0.1044,0.5495,-0.599,-0.8297,-0.3549,-0.0034,0.9342,-0.3437,-1.6513,0.1953,0.1357,1.7474,-0.1364,-2.5384,-0.283,-0.2157,-1.9621,1.1794,-1.2649,-1.5813,0.2203,-2.2981,-1.7902
197706,6.0767,7.0278,6.9455,5.7241,7.039,8.3538,7.8477,3.3363,5.5448,8.7034,5.2498,5.6843,5.719,7.1178,8.061,5.7786,5.534,3.2497,6.5353,6.5015,4.2309,4.0102,3.2222,4.717,6.0647
197707,0.4232,0.5196,1.917,1.5412,0.9882,-1.4292,0.4547,0.4322,-0.0276,-0.2646,-1.2347,-0.9529,-0.0439,-0.3731,-0.4518,-3.5668,-0.9166,-1.3585,-1.8785,-2.4896,-3.26,0.7855,-1.1869,-1.7059,-1.5683
197708,-2.3694,-1.0759,-1.1476,0.2524,0.2878,-1.9107,-1.2156,-0.3542,-0.1369,-0.5674,0.3542,-0.7038,-1.4215,-1.0369,1.5499,-2.3134,-2.2409,-1.1318,-1.6795,-1.4955,-1.1654,-3.1356,-1.6062,0.0433,-1.857
197709,0.4116,2.2017,2.8838,1.6121,1.7703,-2.321,0.9053,-0.3302,1.5319,1.3641,0.2685,0.0835,-0.3316,1.7294,2.7561,-0.4256,-0.1709,0.875,0.6471,0.9896,-2.4778,0.6252,1.3841,-0.4731,-0.2819
197710,-3.4017,-1.8367,-2.1741,-2.0947,-2.6049,-3.5964,-2.5427,0.2057,-3.0189,-3.0689,-4.1543,-1.9562,-0.6795,-3.6394,-3.022,-4.6683,-3.1814,-3.6983,-3.0825,-3.3869,-3.5177,-4.6803,-5.0394,-4.5472,-3.7673
197711,8.2975,8.8572,7.9504,8.8835,8.7427,6.5791,6.2929,9.1062,9.6363,8.8862,7.924,5.727,6.1183,8.1934,6.4239,7.7994,5.6749,7.2301,5.5263,7.1649,4.2266,4.2974,3.1834,3.4162,2.9361
197712,2.2562,2.9929,2.1709,3.2214,3.8798,2.5404,0.3084,0.6855,1.3764,2.4133,0.6638,1.8563,0.874,0.9736,1.773,-0.149,0.2897,-0.4902,1.446,1.014,-1.0314,0.1675,1.4863,-0.1664,1.118
197801,0.3321,-1.5365,-1.6734,-2.4499,-1.2694,-2.9982,-2.0941,-3.0466,-4.7816,-4.582,-3.3532,-1.9407,-3.6775,-4.9776,-6.6536,-4.2495,-4.356,-5.0263,-6.2559,-6.7401,-5.8717,-5.5007,-5.654,-7.332,-5.6448
197802,2.6797,3.115,3.0369,4.5428,3.7028,0.9892,0.9441,0.1778,2.3014,2.2783,0.2159,-0.9659,1.7421,1.0372,2.169,-1.244,-0.1837,-1.1278,-0.4288,-0.8361,-2.3526,-0.9015,0.843,-2.71,-2.248
197803,8.3151,7.3833,7.6569,7.7114,8.3498,7.7715,6.1131,6.5818,6.3425,6.7791,5.5254,5.6113,4.8129,6.0217,5.6396,5.3255,4.7836,4.7505,3.9403,5.796,1.6962,2.8868,3.1862,3.6545,0.9047
197804,8.9748,7.4308,8.0534,7.9357,9.5236,7.5065,6.222,7.469,8.1093,10.0223,6.8374,6.2094,6.2294,8.317,10.6123,5.6507,4.7921,6.9286,9.04,8.7592,9.1201,6.2583,6.1436,11.0182,9.8881
197805,9.0881,6.5091,7.1084,6.9188,8.473,6.8859,3.3165,4.4663,5.5572,8.0232,5.4538,2.5665,3.8406,5.8153,5.8604,3.0766,2.9563,1.731,4.2765,5.2212,1.3426,1.3419,0.6395,1.7719,0.5938
197806,0.1246,0.0402,0.2272,0.4952,0.6923,4.9929,-1.1713,-0.7791,-1.2615,-0.6329,2.3252,-0.2481,-0.854,0.163,-0.9878,-0.4704,0.0711,-0.3041,-0.4689,-1.0329,-2.1583,-0.7169,-1.717,-0.8468,-2.6072
197807,5.0252,4.9387,4.6304,6.2801,6.8969,5.3685,5.6809,5.4465,5.5544,9.0787,2.7568,5.1905,4.0368,5.476,6.6806,5.7929,5.7547,6.4475,6.4224,8.1086,4.7578,4.1521,5.9442,6.0063,6.0932
197808,8.7142,7.6075,9.178,9.4945,11.4269,9.6655,9.1597,7.3907,6.9089,10.2091,10.3473,5.114,6.226,7.4775,8.5607,2.003,4.9239,4.9245,6.9883,7.7694,1.8142,2.8112,2.5906,3.4736,3.6622
197809,0.8293,-0.1235,-0.648,-0.3713,-1.8964,-2.4587,-1.1199,-0.1578,-0.1023,-2.9928,-0.3011,0.0605,-1.5735,-2.6041,-2.6888,0.223,-0.8057,-1.3428,-1.0191,-3.3174,-0.6106,0.0407,-1.0157,-0.7472,-0.7175
197810,-23.5327,-19.6668,-21.5366,-21.2063,-25.1741,-22.2841,-18.756,-16.7858,-17.6757,-23.2026,-16.7572,-15.7494,-16.3832,-15.6041,-20.3539,-11.4748,-12.638,-13.4207,-14.3845,-16.5543,-10.0788,-7.2596,-9.5022,-9.4101,-7.5908
197811,4.0835,6.4456,6.3918,6.1138,7.6171,5.3485,6.5107,4.1899,4.8066,9.3705,3.3355,2.6547,4.4048,5.1354,7.4963,2.6829,2.6584,2.7484,3.7127,3.9204,3.1886,3.972,2.8377,2.767,2.6718
197812,0.9475,2.6498,1.0968,2.5314,3.3698,1.4966,2.7488,1.8063,3.1707,2.6852,1.2708,1.1738,1.5849,2.6977,2.5928,0.1286,1.788,1.0659,1.8735,0.5582,-1.4641,-0.1441,1.7333,0.93,4.0611
197901,11.8379,9.3228,9.4409,9.4051,10.8924,10.4337,7.175,8.7293,7.1841,9.6314,9.5398,6.4868,6.5064,7.0968,6.6327,9.7825,6.8957,5.681,4.6547,5.5071,8.5247,4.1623,4.7926,3.1394,2.9356
197902,-2.0395,-1.2133,-2.4096,-3.4936,-3.3624,-1.7884,-2.0602,-2.1756,-2.9193,-4.9226,0.9832,-1.6166,-2.5578,-3.884,-4.7765,-3.2295,-2.9683,-4.3794,-3.1071,-4.3937,-3.0214,-2.78,-2.9168,-3.0974,-2.7915
197903,8.8323,8.0404,7.6103,10.6229,10.4361,9.6142,9.7427,7.1015,7.693,12.3406,9.7571,7.5321,8.1245,9.4965,10.9841,8.0762,7.2907,8.3195,7.4623,8.0826,5.5832,3.4223,6.089,5.7724,6.0143
197904,3.1614,2.77,3.0251,4.0103,2.215,1.5938,3.1966,2.1213,2.0949,2.6771,1.5919,2.815,0.909,1.8362,2.6141,-1.4247,1.1641,3.2642,1.2446,1.4401,-1.8703,-2.4605,0.3954,1.5445,0.9437
197905,-0.9862,-1.08,-3.1284,-1.7283,-1.0043,-1.3249,-1.4031,-1.4411,-0.955,-1.3199,-0.4176,0.4001,0.2663,-3.7628,-4.1827,-1.6327,0.9303,-2.2375,-1.6064,-0.4692,0.1441,-1.0786,-1.303,-2.4319,-1.8279
197906,5.1581,5.8453,5.5602,5.6952,4.9491,9.9614,4.6469,4.8583,6.3931,4.7503,5.6779,5.7558,6.4854,4.2795,4.5152,7.2067,8.9299,6.1603,5.3542,4.6075,4.7309,3.5385,5.5333,4.3417,3.2105
197907,1.6945,3.1724,2.9204,3.3202,2.7443,2.892,2.8962,3.7174,3.8476,2.5508,3.1783,3.8557,3.423,3.9379,4.0702,2.3696,2.3354,2.4526,2.6899,2.6257,1.4999,1.0083,1.5348,2.3302,-0.5651
197908,8.2703,6.8986,8.0359,8.273,8.5495,8.366,7.4103,5.8349,8.2155,9.3939,5.9685,4.6457,8.4662,7.7242,8.8578,4.8372,5.978,9.0945,7.504,8.0716,4.2868,3.7483,8.1614,6.7234,5.3528
197909,-0.7583,-1.6093,-1.0617,0.2853,-0.4476,-2.4939,0.9201,-0.3959,0.0206,-1.1125,-0.8952,-1.042,-0.5504,-0.0362,-0.4494,-1.5552,-1.329,-1.1662,1.08,-0.2143,-2.2409,-0.1158,0.848,0.1816,0.6853
197910,-10.8801,-10.1726,-9.9846,-10.3144,-11.6692,-12.3587,-10.3395,-9.6946,-10.2001,-11.1022,-8.9605,-8.2443,-8.5935,-9.9692,-9.0234,-9.1827,-9.9834,-7.6657,-7.4809,-9.0709,-7.0013,-6.3865,-5.9217,-6.0258,-5.7545
197911,8.2456,7.0746,6.2562,8.2794,8.9816,9.9661,7.2189,6.7585,8.5937,10.0319,8.5114,6.4727,6.7743,7.5804,10.3752,6.7752,6.6752,6.6477,6.4404,10.182,5.6423,5.3827,6.6911,3.95,5.3058
197912,10.011,8.0148,7.4864,6.0175,8.4683,7.6035,6.0184,5.5242,6.7009,5.9851,3.906,5.4498,2.9025,4.3728,5.3622,3.201,2.6867,3.357,3.3228,4.1202,0.5487,0.7848,2.8681,2.0431,1.433
198001,13.9789,10.2886,11.2747,7.5931,10.7983,8.1182,7.6568,6.1261,6.3012,6.6343,8.9232,5.0359,8.0837,5.5226,5.4922,7.0002,3.5639,5.9164,6.4909,7.5119,5.5079,3.0532,7.4826,6.7742,5.7748
198002,0.8693,-2.5991,-2.0742,-0.8814,-0.9108,2.1616,-1.5096,-2.7413,-4.1714,-1.8182,-2.1395,-0.7001,-3.6512,-3.886,-3.3745,-2.2261,-3.7565,-2.5727,-3.0415,-1.5279,-0.9402,1.7353,0.3189,-1.5706,1.3725
